Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
7748,TechCorp,Email,Women 25-34,60 days,Facebook,14%,"$9,041.00",2.38,Miami,Spanish,784,1283,8,Fashionistas,24-03-2021
7749,Innovate Industries,Influencer,Women 35-44,30 days,Google Ads,2%,"$14,043.00",3.51,Chicago,French,714,4937,5,Outdoor Adventurers,25-03-2021
7750,Alpha Innovations,Email,Women 35-44,60 days,Instagram,13%,"$15,831.00",4.12,Houston,French,671,5309,7,Foodies,26-03-2021
7751,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,14%,"$8,468.00",6.78,Los Angeles,German,116,6148,4,Tech Enthusiasts,27-03-2021
7752,DataTech Solutions,Email,Women 25-34,45 days,Email,9%,"$5,779.00",6.5,Miami,Spanish,390,5096,8,Foodies,28-03-2021
7753,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,3%,"$8,975.00",7.11,New York,French,941,9750,10,Tech Enthusiasts,29-03-2021
7754,DataTech Solutions,Influencer,Men 18-24,45 days,YouTube,8%,"$12,339.00",6.26,Houston,French,338,2910,5,Health & Wellness,30-03-2021
7755,TechCorp,Influencer,Women 25-34,45 days,Website,3%,"$17,559.00",3.83,Los Angeles,German,714,6773,8,Foodies,31-03-2021
7756,TechCorp,Display,Men 25-34,45 days,Email,7%,"$19,119.00",7.61,Houston,French,469,5171,2,Health & Wellness,01-04-2021
7757,Innovate Industries,Social Media,Women 25-34,60 days,Website,13%,"$18,912.00",4.45,New York,French,794,6659,7,Outdoor Adventurers,02-04-2021
7758,Innovate Industries,Social Media,Women 35-44,60 days,Instagram,10%,"$15,825.00",6.84,New York,English,370,4780,1,Health & Wellness,03-04-2021
7759,DataTech Solutions,Email,Men 25-34,45 days,Website,11%,"$19,525.00",4.11,Chicago,German,973,9728,1,Tech Enthusiasts,04-04-2021
7760,Innovate Industries,Display,Women 25-34,15 days,Instagram,14%,"$5,230.00",3.53,Los Angeles,Mandarin,617,1680,5,Tech Enthusiasts,05-04-2021
7761,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,5%,"$10,534.00",7.08,Houston,French,324,4574,1,Tech Enthusiasts,06-04-2021
7762,NexGen Systems,Display,Women 35-44,15 days,Website,4%,"$12,696.00",2.71,Miami,Mandarin,402,5113,2,Fashionistas,07-04-2021
7763,Innovate Industries,Search,Women 25-34,15 days,Instagram,11%,"$9,514.00",7.71,New York,Spanish,705,8047,9,Fashionistas,08-04-2021
7764,TechCorp,Search,Men 18-24,45 days,Instagram,10%,"$13,873.00",7.68,New York,Spanish,1000,8489,6,Health & Wellness,09-04-2021
7765,Innovate Industries,Display,Women 25-34,15 days,Email,11%,"$15,567.00",5.27,Miami,French,292,4251,9,Fashionistas,10-04-2021
7766,DataTech Solutions,Display,Men 18-24,15 days,Email,3%,"$11,858.00",5.6,New York,Spanish,409,9713,7,Outdoor Adventurers,11-04-2021
7767,TechCorp,Search,All Ages,15 days,Facebook,2%,"$17,933.00",3.54,Houston,French,806,7032,8,Fashionistas,12-04-2021
7768,DataTech Solutions,Search,All Ages,45 days,Email,5%,"$6,397.00",6.53,Los Angeles,Mandarin,574,5232,9,Fashionistas,13-04-2021
7769,DataTech Solutions,Email,All Ages,60 days,Google Ads,2%,"$16,307.00",2.73,Los Angeles,English,155,2788,8,Tech Enthusiasts,14-04-2021
7770,Alpha Innovations,Search,Men 25-34,45 days,Google Ads,10%,"$15,641.00",2.64,Houston,German,436,1419,2,Health & Wellness,15-04-2021
7771,NexGen Systems,Email,All Ages,45 days,Email,6%,"$8,008.00",7.39,Los Angeles,English,975,6019,6,Outdoor Adventurers,16-04-2021
7772,DataTech Solutions,Display,All Ages,30 days,Facebook,15%,"$13,519.00",7.7,Chicago,English,123,3369,10,Outdoor Adventurers,17-04-2021
7773,DataTech Solutions,Email,Men 25-34,30 days,Instagram,7%,"$12,479.00",5.74,Houston,French,736,3166,7,Foodies,18-04-2021
7774,TechCorp,Search,Men 18-24,60 days,YouTube,8%,"$7,564.00",3.57,Chicago,Spanish,264,6492,8,Health & Wellness,19-04-2021
7775,Innovate Industries,Email,All Ages,30 days,Email,7%,"$17,676.00",7.72,New York,Mandarin,119,7555,4,Health & Wellness,20-04-2021
7776,NexGen Systems,Display,All Ages,45 days,Instagram,10%,"$18,100.00",7.52,Chicago,French,571,7890,9,Health & Wellness,21-04-2021
7777,TechCorp,Display,Women 35-44,45 days,Instagram,6%,"$11,804.00",5.01,Miami,Mandarin,760,3050,1,Health & Wellness,22-04-2021
7778,NexGen Systems,Influencer,Men 18-24,15 days,Instagram,12%,"$13,109.00",6.65,Houston,French,800,4859,4,Foodies,23-04-2021
7779,Alpha Innovations,Email,Men 25-34,30 days,Email,5%,"$10,636.00",7.7,Houston,English,391,8335,8,Tech Enthusiasts,24-04-2021
7780,Alpha Innovations,Display,Women 25-34,45 days,Google Ads,5%,"$18,671.00",7.12,Miami,German,698,4730,8,Outdoor Adventurers,25-04-2021
7781,Alpha Innovations,Search,Men 18-24,30 days,Email,2%,"$14,998.00",3.03,New York,Spanish,904,5509,3,Fashionistas,26-04-2021
7782,Alpha Innovations,Social Media,Men 18-24,45 days,Email,8%,"$19,636.00",2.42,Miami,Spanish,673,5598,5,Health & Wellness,27-04-2021
7783,TechCorp,Influencer,All Ages,60 days,Website,3%,"$15,232.00",6.74,New York,French,185,4650,7,Health & Wellness,28-04-2021
7784,TechCorp,Influencer,Women 25-34,30 days,YouTube,2%,"$15,707.00",4.21,Miami,English,201,1882,3,Fashionistas,29-04-2021
7785,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,5%,"$8,528.00",4.37,Houston,French,220,4473,6,Fashionistas,30-04-2021
7786,Innovate Industries,Display,Women 35-44,15 days,Facebook,5%,"$9,353.00",5.5,Los Angeles,Mandarin,790,3260,2,Health & Wellness,01-05-2021
7787,TechCorp,Influencer,Men 18-24,45 days,Google Ads,5%,"$5,306.00",3.01,Chicago,Mandarin,278,5095,3,Tech Enthusiasts,02-05-2021
7788,Alpha Innovations,Display,Men 18-24,30 days,YouTube,12%,"$12,474.00",7.47,New York,German,976,9423,3,Foodies,03-05-2021
7789,Alpha Innovations,Email,Women 35-44,15 days,Google Ads,8%,"$7,059.00",2.55,Chicago,Spanish,445,1506,2,Tech Enthusiasts,04-05-2021
7790,Alpha Innovations,Email,Women 25-34,60 days,Email,5%,"$12,705.00",7.72,Chicago,Spanish,745,8000,6,Foodies,05-05-2021
7791,NexGen Systems,Search,Women 35-44,60 days,YouTube,8%,"$7,807.00",3.71,Los Angeles,Mandarin,726,3029,9,Outdoor Adventurers,06-05-2021
7792,TechCorp,Display,Men 25-34,30 days,Google Ads,9%,"$14,898.00",2.49,Houston,French,263,8944,5,Fashionistas,07-05-2021
7793,Innovate Industries,Influencer,Women 25-34,30 days,Email,10%,"$18,344.00",7.57,New York,English,392,3357,5,Outdoor Adventurers,08-05-2021
7794,Alpha Innovations,Display,Men 18-24,60 days,Facebook,12%,"$10,822.00",6.64,New York,Spanish,335,2442,2,Fashionistas,09-05-2021
7795,Innovate Industries,Email,All Ages,45 days,Instagram,13%,"$14,429.00",7.1,Miami,German,166,9705,4,Foodies,10-05-2021
7796,Alpha Innovations,Email,Women 25-34,45 days,Facebook,3%,"$8,337.00",2.01,Miami,French,298,9468,6,Foodies,11-05-2021
7797,Innovate Industries,Email,All Ages,45 days,Instagram,8%,"$9,392.00",4.57,Los Angeles,Mandarin,640,1492,3,Health & Wellness,12-05-2021
7798,TechCorp,Display,All Ages,15 days,Facebook,6%,"$11,784.00",7.9,Los Angeles,French,266,6106,9,Outdoor Adventurers,13-05-2021
7799,TechCorp,Influencer,All Ages,60 days,YouTube,12%,"$16,387.00",2.51,Chicago,Spanish,326,5072,2,Foodies,14-05-2021
7800,Alpha Innovations,Influencer,Women 25-34,15 days,YouTube,11%,"$17,741.00",6.97,Houston,French,973,3311,9,Health & Wellness,15-05-2021
7801,DataTech Solutions,Social Media,Men 18-24,15 days,Google Ads,2%,"$13,577.00",5.02,Houston,French,213,6502,7,Fashionistas,16-05-2021
7802,NexGen Systems,Social Media,Women 25-34,45 days,Website,7%,"$19,107.00",7.01,Los Angeles,Spanish,132,3237,1,Foodies,17-05-2021
7803,TechCorp,Social Media,Men 18-24,30 days,YouTube,5%,"$5,544.00",7.99,Los Angeles,French,701,5305,3,Tech Enthusiasts,18-05-2021
7804,NexGen Systems,Social Media,Men 18-24,60 days,Google Ads,3%,"$12,465.00",2.97,New York,German,461,4053,5,Tech Enthusiasts,19-05-2021
7805,DataTech Solutions,Search,Women 25-34,30 days,Email,14%,"$8,366.00",3.37,Chicago,German,806,5797,2,Tech Enthusiasts,20-05-2021
7806,Innovate Industries,Search,Women 25-34,30 days,Google Ads,7%,"$9,135.00",4.9,New York,Spanish,654,4453,10,Tech Enthusiasts,21-05-2021
7807,TechCorp,Display,All Ages,45 days,Facebook,10%,"$6,124.00",5.39,Chicago,Mandarin,768,4338,2,Fashionistas,22-05-2021
7808,TechCorp,Influencer,Women 25-34,45 days,Facebook,7%,"$11,713.00",3.56,New York,French,294,5897,2,Outdoor Adventurers,23-05-2021
7809,DataTech Solutions,Influencer,Women 25-34,15 days,Instagram,10%,"$15,704.00",7.14,Houston,English,303,4020,3,Tech Enthusiasts,24-05-2021
7810,DataTech Solutions,Influencer,Men 25-34,45 days,YouTube,5%,"$10,315.00",2.18,Los Angeles,French,961,7250,2,Health & Wellness,25-05-2021
7811,NexGen Systems,Email,Men 25-34,60 days,Website,6%,"$11,164.00",2.32,Houston,French,730,7640,4,Tech Enthusiasts,26-05-2021
7812,TechCorp,Influencer,All Ages,60 days,Google Ads,3%,"$7,580.00",3.57,Miami,Spanish,206,4917,2,Foodies,27-05-2021
7813,NexGen Systems,Search,All Ages,15 days,Facebook,2%,"$7,421.00",4.17,Houston,English,982,6702,7,Foodies,28-05-2021
7814,TechCorp,Influencer,Men 18-24,15 days,Instagram,12%,"$11,807.00",7.35,Miami,Spanish,534,4786,4,Outdoor Adventurers,29-05-2021
7815,NexGen Systems,Search,Women 35-44,45 days,Email,7%,"$9,354.00",2.5,Los Angeles,English,920,8800,6,Outdoor Adventurers,30-05-2021
7816,NexGen Systems,Email,Men 18-24,60 days,Instagram,9%,"$7,489.00",4.89,New York,German,635,9115,4,Outdoor Adventurers,31-05-2021
7817,DataTech Solutions,Influencer,Women 25-34,45 days,Instagram,3%,"$6,574.00",3.51,Los Angeles,Mandarin,967,3205,8,Outdoor Adventurers,01-06-2021
7818,TechCorp,Search,Men 25-34,15 days,Email,7%,"$18,969.00",5.83,New York,Mandarin,200,9375,3,Tech Enthusiasts,02-06-2021
7819,DataTech Solutions,Email,Men 18-24,60 days,YouTube,5%,"$17,298.00",6.89,Houston,Mandarin,660,6286,10,Health & Wellness,03-06-2021
7820,TechCorp,Influencer,Women 35-44,15 days,Email,3%,"$6,849.00",7.1,New York,German,834,7110,2,Tech Enthusiasts,04-06-2021
7821,Innovate Industries,Social Media,All Ages,60 days,Email,4%,"$5,659.00",5.83,New York,Mandarin,294,8818,3,Fashionistas,05-06-2021
7822,DataTech Solutions,Influencer,All Ages,15 days,Email,8%,"$19,674.00",5.09,Chicago,German,598,5829,2,Outdoor Adventurers,06-06-2021
7823,TechCorp,Search,Men 18-24,30 days,Website,5%,"$7,768.00",2.47,Houston,Mandarin,973,1761,4,Health & Wellness,07-06-2021
7824,TechCorp,Social Media,Women 25-34,60 days,Google Ads,15%,"$17,374.00",2,Los Angeles,Mandarin,349,7695,10,Outdoor Adventurers,08-06-2021
7825,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,2%,"$6,387.00",2.76,Miami,Mandarin,689,1990,4,Outdoor Adventurers,09-06-2021
7826,NexGen Systems,Search,Men 18-24,45 days,YouTube,14%,"$6,717.00",2.56,New York,Spanish,568,2569,9,Health & Wellness,10-06-2021
7827,Innovate Industries,Email,Men 25-34,15 days,Instagram,14%,"$13,838.00",5.04,Miami,German,345,6808,5,Health & Wellness,11-06-2021
7828,DataTech Solutions,Social Media,Men 25-34,60 days,Instagram,13%,"$18,209.00",4.38,Miami,Mandarin,482,1779,3,Fashionistas,12-06-2021
7829,TechCorp,Email,Women 35-44,30 days,Website,7%,"$15,274.00",3.77,Houston,French,737,8787,3,Foodies,13-06-2021
7830,DataTech Solutions,Influencer,Men 18-24,45 days,Facebook,12%,"$18,261.00",4.28,New York,Spanish,208,5599,2,Foodies,14-06-2021
7831,Alpha Innovations,Search,Men 25-34,45 days,Facebook,3%,"$11,897.00",5.64,New York,Mandarin,618,9090,9,Tech Enthusiasts,15-06-2021
7832,Innovate Industries,Influencer,Men 18-24,60 days,Email,14%,"$18,501.00",2.63,Chicago,Spanish,943,5542,4,Fashionistas,16-06-2021
7833,DataTech Solutions,Search,All Ages,15 days,Email,3%,"$5,229.00",2.41,Los Angeles,English,577,9069,6,Fashionistas,17-06-2021
7834,NexGen Systems,Social Media,Men 25-34,60 days,Website,10%,"$13,772.00",7.2,Los Angeles,German,735,3157,8,Foodies,18-06-2021
7835,Alpha Innovations,Search,Men 25-34,60 days,YouTube,13%,"$19,394.00",5.47,New York,French,303,5907,9,Foodies,19-06-2021
7836,TechCorp,Social Media,Men 25-34,60 days,Facebook,10%,"$10,434.00",2.03,Houston,Mandarin,608,9199,9,Tech Enthusiasts,20-06-2021
7837,TechCorp,Influencer,All Ages,15 days,Website,5%,"$12,577.00",4.86,Miami,French,960,3747,9,Tech Enthusiasts,21-06-2021
7838,DataTech Solutions,Email,Women 35-44,15 days,Google Ads,6%,"$8,431.00",7.49,Houston,German,727,3688,8,Health & Wellness,22-06-2021
7839,TechCorp,Display,Women 25-34,15 days,Website,5%,"$18,858.00",7.16,Los Angeles,English,201,9231,2,Health & Wellness,23-06-2021
7840,Alpha Innovations,Display,Men 25-34,45 days,YouTube,1%,"$10,172.00",4.85,New York,Mandarin,125,5749,9,Tech Enthusiasts,24-06-2021
7841,Innovate Industries,Search,Women 25-34,30 days,Email,11%,"$6,735.00",4.51,Miami,Mandarin,827,7796,1,Foodies,25-06-2021
7842,TechCorp,Social Media,Women 35-44,15 days,Facebook,9%,"$15,248.00",2.93,Miami,Mandarin,671,6894,3,Fashionistas,26-06-2021
7843,Innovate Industries,Display,Men 25-34,15 days,Instagram,12%,"$14,304.00",6.82,New York,German,125,1795,1,Tech Enthusiasts,27-06-2021
7844,Innovate Industries,Email,Women 35-44,60 days,YouTube,5%,"$19,283.00",5.98,Houston,German,899,2108,3,Foodies,28-06-2021
7845,Alpha Innovations,Email,Men 18-24,30 days,YouTube,2%,"$8,697.00",4.64,New York,English,921,2820,7,Outdoor Adventurers,29-06-2021
7846,TechCorp,Display,Men 18-24,45 days,Facebook,9%,"$6,697.00",6.06,Los Angeles,Spanish,875,9451,9,Outdoor Adventurers,30-06-2021
7847,TechCorp,Influencer,Women 25-34,60 days,Facebook,9%,"$7,700.00",2.49,Chicago,English,390,8690,1,Fashionistas,01-07-2021
7848,NexGen Systems,Influencer,Women 25-34,15 days,Instagram,7%,"$16,419.00",3.56,Houston,French,377,4110,5,Health & Wellness,02-07-2021
7849,TechCorp,Email,Men 25-34,15 days,Instagram,8%,"$6,611.00",3.07,New York,French,690,6388,8,Outdoor Adventurers,03-07-2021
7850,NexGen Systems,Social Media,Women 35-44,15 days,Google Ads,12%,"$15,924.00",4.12,Los Angeles,German,893,7695,5,Foodies,04-07-2021
7851,Alpha Innovations,Influencer,Women 35-44,30 days,Website,5%,"$6,880.00",3.67,Chicago,French,737,6684,9,Outdoor Adventurers,05-07-2021
7852,Innovate Industries,Search,Women 35-44,60 days,YouTube,13%,"$11,092.00",2.92,Miami,Spanish,233,9961,7,Outdoor Adventurers,06-07-2021
7853,NexGen Systems,Display,All Ages,30 days,Instagram,15%,"$14,691.00",2.62,Houston,English,452,9532,9,Foodies,07-07-2021
7854,TechCorp,Influencer,Men 18-24,15 days,Google Ads,8%,"$8,442.00",3.86,Miami,Spanish,274,2269,2,Fashionistas,08-07-2021
7855,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,6%,"$16,163.00",4.69,Chicago,German,909,2356,9,Health & Wellness,09-07-2021
7856,Alpha Innovations,Display,Men 18-24,45 days,YouTube,12%,"$18,989.00",2.17,Los Angeles,German,488,3042,4,Outdoor Adventurers,10-07-2021
7857,TechCorp,Search,Women 25-34,30 days,Email,14%,"$5,272.00",7.59,Chicago,German,139,4963,8,Health & Wellness,11-07-2021
7858,NexGen Systems,Display,All Ages,45 days,Website,12%,"$19,727.00",5.17,Chicago,German,763,6812,2,Outdoor Adventurers,12-07-2021
7859,NexGen Systems,Email,Men 18-24,15 days,Facebook,11%,"$5,710.00",6.05,Miami,French,443,6234,9,Tech Enthusiasts,13-07-2021
7860,Innovate Industries,Influencer,Men 25-34,60 days,Google Ads,13%,"$17,970.00",3.22,Los Angeles,Spanish,262,2457,8,Tech Enthusiasts,14-07-2021
7861,NexGen Systems,Social Media,Men 25-34,45 days,Email,12%,"$16,211.00",6.26,Houston,Mandarin,395,2500,3,Health & Wellness,15-07-2021
7862,DataTech Solutions,Social Media,Women 35-44,45 days,Facebook,5%,"$8,392.00",3.13,New York,English,630,6837,8,Health & Wellness,16-07-2021
7863,Alpha Innovations,Influencer,Men 18-24,45 days,Instagram,13%,"$11,542.00",5.94,Miami,Mandarin,523,7433,7,Foodies,17-07-2021
7864,TechCorp,Search,Women 35-44,45 days,Google Ads,7%,"$13,425.00",7.27,Chicago,French,317,2217,8,Health & Wellness,18-07-2021
7865,Innovate Industries,Social Media,Women 25-34,15 days,Email,7%,"$15,699.00",2.07,Miami,English,873,3571,9,Tech Enthusiasts,19-07-2021
7866,TechCorp,Display,Women 35-44,45 days,YouTube,11%,"$19,145.00",4.65,Houston,Mandarin,247,1719,1,Outdoor Adventurers,20-07-2021
7867,NexGen Systems,Email,Men 18-24,45 days,Instagram,14%,"$9,667.00",3.97,New York,English,384,5936,2,Fashionistas,21-07-2021
7868,TechCorp,Search,Men 25-34,60 days,YouTube,12%,"$6,035.00",5.46,New York,French,577,8938,6,Foodies,22-07-2021
7869,Alpha Innovations,Social Media,Women 25-34,30 days,YouTube,15%,"$14,463.00",3.21,New York,French,698,5965,2,Foodies,23-07-2021
7870,NexGen Systems,Email,Men 18-24,30 days,Instagram,5%,"$12,155.00",5.92,Los Angeles,Spanish,753,8977,8,Foodies,24-07-2021
7871,DataTech Solutions,Social Media,Women 35-44,30 days,Google Ads,10%,"$8,000.00",3.68,Chicago,German,509,8550,10,Fashionistas,25-07-2021
7872,Innovate Industries,Display,Women 35-44,45 days,Instagram,3%,"$12,112.00",3.85,New York,French,222,1029,9,Health & Wellness,26-07-2021
7873,Innovate Industries,Email,Women 35-44,45 days,Email,15%,"$6,077.00",5.74,Los Angeles,Mandarin,669,9073,1,Health & Wellness,27-07-2021
7874,DataTech Solutions,Display,Men 18-24,60 days,Facebook,8%,"$15,529.00",3.88,Houston,Spanish,607,1969,3,Fashionistas,28-07-2021
7875,Innovate Industries,Social Media,Women 25-34,15 days,Website,6%,"$17,823.00",5.41,New York,German,996,4695,2,Health & Wellness,29-07-2021
7876,NexGen Systems,Search,Men 25-34,45 days,Email,6%,"$11,863.00",2.69,Chicago,Mandarin,343,3772,2,Foodies,30-07-2021
7877,NexGen Systems,Influencer,Women 25-34,30 days,Email,10%,"$11,382.00",6.61,Houston,French,943,8273,4,Foodies,31-07-2021
7878,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,4%,"$10,291.00",3.32,Miami,English,183,1395,8,Health & Wellness,01-08-2021
7879,DataTech Solutions,Email,Women 35-44,15 days,Instagram,12%,"$16,457.00",2.38,Houston,Spanish,261,7720,5,Tech Enthusiasts,02-08-2021
7880,Alpha Innovations,Social Media,Men 25-34,45 days,Google Ads,5%,"$8,275.00",5.07,Houston,German,979,6408,2,Health & Wellness,03-08-2021
7881,Innovate Industries,Email,Men 25-34,45 days,Facebook,6%,"$14,190.00",6.16,Chicago,Spanish,525,7568,9,Tech Enthusiasts,04-08-2021
7882,TechCorp,Display,Women 35-44,30 days,Website,2%,"$8,383.00",6.31,New York,Mandarin,165,3425,9,Outdoor Adventurers,05-08-2021
7883,NexGen Systems,Influencer,Men 18-24,45 days,Website,3%,"$5,885.00",2.74,Houston,English,496,4431,9,Tech Enthusiasts,06-08-2021
7884,TechCorp,Search,Women 35-44,15 days,Website,6%,"$18,885.00",5.71,Chicago,French,974,7024,8,Health & Wellness,07-08-2021
7885,Alpha Innovations,Social Media,Women 25-34,15 days,Instagram,14%,"$6,734.00",3.89,Chicago,French,625,1801,2,Health & Wellness,08-08-2021
7886,TechCorp,Search,All Ages,15 days,Facebook,11%,"$8,009.00",4.58,Houston,Mandarin,285,6930,6,Tech Enthusiasts,09-08-2021
7887,NexGen Systems,Email,Men 18-24,60 days,Facebook,14%,"$8,594.00",3.65,New York,German,348,9439,7,Foodies,10-08-2021
7888,TechCorp,Email,Men 18-24,15 days,Website,7%,"$5,156.00",6.71,Chicago,English,436,6015,8,Foodies,11-08-2021
7889,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,3%,"$11,437.00",4.11,New York,Mandarin,708,7843,1,Fashionistas,12-08-2021
7890,NexGen Systems,Display,Women 25-34,45 days,Facebook,12%,"$16,474.00",5.6,New York,English,910,3754,6,Foodies,13-08-2021
7891,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,14%,"$12,604.00",3.07,Los Angeles,Mandarin,533,3843,10,Health & Wellness,14-08-2021
7892,NexGen Systems,Display,Women 35-44,60 days,Email,6%,"$14,417.00",6.82,Miami,Mandarin,253,6495,8,Health & Wellness,15-08-2021
7893,NexGen Systems,Email,Women 35-44,45 days,YouTube,12%,"$11,071.00",6.33,New York,English,891,3715,9,Fashionistas,16-08-2021
7894,DataTech Solutions,Display,Men 25-34,60 days,Facebook,9%,"$9,761.00",7.44,Chicago,German,547,4104,4,Health & Wellness,17-08-2021
7895,NexGen Systems,Search,All Ages,15 days,Email,5%,"$18,276.00",2.11,Houston,French,628,8975,10,Tech Enthusiasts,18-08-2021
7896,NexGen Systems,Influencer,Women 35-44,45 days,YouTube,8%,"$5,269.00",6.74,Chicago,English,255,1976,7,Fashionistas,19-08-2021
7897,NexGen Systems,Search,Women 35-44,60 days,Instagram,3%,"$14,990.00",7.53,Houston,English,578,5736,7,Health & Wellness,20-08-2021
7898,NexGen Systems,Social Media,Men 18-24,15 days,Google Ads,9%,"$6,543.00",5.66,Chicago,Spanish,686,7464,3,Health & Wellness,21-08-2021
7899,DataTech Solutions,Search,Men 25-34,45 days,Email,2%,"$11,344.00",7.91,Chicago,Spanish,556,3860,7,Outdoor Adventurers,22-08-2021
7900,TechCorp,Display,Women 35-44,60 days,Google Ads,13%,"$13,783.00",6.56,New York,French,344,6378,5,Outdoor Adventurers,23-08-2021
7901,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,2%,"$19,901.00",7.04,Chicago,German,554,5685,9,Outdoor Adventurers,24-08-2021
7902,TechCorp,Email,Men 25-34,30 days,YouTube,7%,"$11,739.00",4.22,New York,Mandarin,588,3935,3,Outdoor Adventurers,25-08-2021
7903,Alpha Innovations,Email,Women 35-44,60 days,Facebook,4%,"$19,566.00",7.87,Houston,German,288,1356,9,Fashionistas,26-08-2021
7904,NexGen Systems,Search,Women 35-44,30 days,Email,13%,"$5,290.00",4.64,New York,Spanish,481,9322,10,Health & Wellness,27-08-2021
7905,DataTech Solutions,Display,Men 18-24,60 days,Facebook,11%,"$5,397.00",7.81,Los Angeles,French,271,4315,1,Fashionistas,28-08-2021
7906,Innovate Industries,Email,Women 25-34,45 days,YouTube,11%,"$16,197.00",7.6,Los Angeles,Spanish,875,5724,8,Tech Enthusiasts,29-08-2021
7907,TechCorp,Display,Women 25-34,60 days,Instagram,12%,"$10,573.00",7.17,New York,French,241,4845,6,Outdoor Adventurers,30-08-2021
7908,NexGen Systems,Search,Women 25-34,15 days,Facebook,14%,"$19,950.00",3.39,Los Angeles,English,938,5160,9,Foodies,31-08-2021
7909,TechCorp,Influencer,Women 25-34,30 days,Facebook,13%,"$10,309.00",4.07,Miami,Spanish,256,2309,1,Fashionistas,01-09-2021
7910,Alpha Innovations,Email,Men 25-34,60 days,Facebook,11%,"$10,885.00",7.5,Los Angeles,German,110,6475,10,Foodies,02-09-2021
7911,TechCorp,Search,Women 35-44,15 days,Website,14%,"$5,637.00",6.06,New York,French,459,2308,3,Health & Wellness,03-09-2021
7912,DataTech Solutions,Display,All Ages,30 days,Facebook,15%,"$19,750.00",6.87,Chicago,Mandarin,924,3966,2,Tech Enthusiasts,04-09-2021
7913,Innovate Industries,Display,Men 25-34,60 days,Facebook,10%,"$18,147.00",6.25,Los Angeles,English,245,6130,5,Fashionistas,05-09-2021
7914,DataTech Solutions,Display,Men 18-24,60 days,Instagram,6%,"$13,264.00",4.1,Los Angeles,Spanish,143,2322,6,Outdoor Adventurers,06-09-2021
7915,TechCorp,Influencer,All Ages,60 days,Email,14%,"$14,304.00",5.3,New York,German,834,1693,2,Foodies,07-09-2021
7916,Alpha Innovations,Email,All Ages,60 days,Google Ads,7%,"$14,081.00",4.17,Los Angeles,German,603,4134,7,Fashionistas,08-09-2021
7917,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,6%,"$7,153.00",2.71,Chicago,German,567,2342,4,Outdoor Adventurers,09-09-2021
7918,TechCorp,Search,Men 18-24,30 days,Email,2%,"$19,781.00",5.43,Los Angeles,Mandarin,858,3604,4,Fashionistas,10-09-2021
7919,NexGen Systems,Social Media,All Ages,15 days,Email,14%,"$9,958.00",5.64,Miami,Mandarin,216,6435,1,Tech Enthusiasts,11-09-2021
7920,Innovate Industries,Display,Women 25-34,60 days,Website,11%,"$14,057.00",5.56,Chicago,Mandarin,793,6102,9,Outdoor Adventurers,12-09-2021
7921,Alpha Innovations,Search,Men 25-34,15 days,Google Ads,14%,"$9,847.00",3.25,Houston,Spanish,707,7851,8,Outdoor Adventurers,13-09-2021
7922,TechCorp,Search,Women 25-34,60 days,Website,8%,"$19,503.00",7.77,Los Angeles,Mandarin,591,8191,5,Tech Enthusiasts,14-09-2021
7923,TechCorp,Email,Men 25-34,15 days,Instagram,15%,"$15,411.00",6.1,Chicago,English,311,8000,5,Outdoor Adventurers,15-09-2021
7924,TechCorp,Social Media,Women 35-44,15 days,Facebook,4%,"$9,863.00",6.17,Miami,French,300,1339,9,Fashionistas,16-09-2021
7925,TechCorp,Social Media,All Ages,45 days,Email,7%,"$14,896.00",2.84,New York,English,672,7868,6,Health & Wellness,17-09-2021
7926,DataTech Solutions,Display,Women 25-34,60 days,Email,7%,"$18,664.00",7.91,Los Angeles,English,446,5471,6,Fashionistas,18-09-2021
7927,Alpha Innovations,Display,Women 35-44,60 days,Facebook,11%,"$7,506.00",3.08,Los Angeles,French,355,9577,7,Health & Wellness,19-09-2021
7928,DataTech Solutions,Display,Men 25-34,60 days,Instagram,3%,"$11,763.00",2.77,Los Angeles,German,455,7645,4,Outdoor Adventurers,20-09-2021
7929,TechCorp,Influencer,Men 18-24,30 days,Facebook,8%,"$12,001.00",5.97,Miami,English,789,6460,7,Fashionistas,21-09-2021
7930,TechCorp,Influencer,Men 25-34,30 days,Website,6%,"$13,797.00",6.97,Houston,German,649,4664,5,Tech Enthusiasts,22-09-2021
7931,TechCorp,Influencer,Men 25-34,15 days,Instagram,1%,"$13,787.00",4.99,New York,English,318,7168,8,Outdoor Adventurers,23-09-2021
7932,Alpha Innovations,Influencer,Women 25-34,60 days,Instagram,14%,"$14,498.00",7.05,Miami,French,753,7224,3,Foodies,24-09-2021
